tmk,tmk_txt,island,owner,ownedby,majorowner,type,gisacres
185033065,185033065,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.19351447
153012041,153012041,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,1.93353245
124041010,124041010,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.14056334
189003005,189003005,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,2.91655507
141030070,141030070,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.76400704
152002030,152002030,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.23089683
191119072,191119072,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11949409
141031013,141031013,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.18343012
185030009,185030009,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.16605339
189016035,189016035,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.17210628
189010062,189010062,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.17821375
194008017,194008017,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,1.06290265
141038035,141038035,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.12405508
117003096,117003096,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,1.06987774
191139033,191139033,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11472803
141034085,141034085,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.15614475
189017039,189017039,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.17871483
169002013,169002013,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,17.91172609
187042109,187042109,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.12224232
191153178,191153178,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11705474
191151048,191151048,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11481348
191153104,191153104,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.1375841
191151016,191151016,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11846992
191153087,191153087,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.12050386
191151049,191151049,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11481492
191152043,191152043,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.12052686
191153068,191153068,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.13832271
191152105,191152105,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11477809
168014015,168014015,Oahu,UNITED STATES OF AMERICA,United States of America,Govt. Federal,Public-Federal,0.01786716
141037044,141037044,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.15326516
199077074,199077074,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.08737909
148003013,148003013,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.98700197
191120092,191120092,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.12700146
185030048,185030048,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.16557291
124041052,124041052,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.13996781
118020030,118020030,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.10834268
197068005,197068005,Oahu,DEPARTMENT OF EDUCATION,"State of Hawaii, Department of Education",Govt. State,Public-State,6.69761146
124041035,124041035,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.15825768
186023146,186023146,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.13022089
191153149,191153149,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11476197
185024103,185024103,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.04439432
185025031,185025031,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.08534639
185024028,185024028,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.08534671
185026050,185026050,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.03946129
185027057,185027057,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.03453495
185027045,185027045,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.08534804
185024069,185024069,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.03255468
115041039,115041039,Oahu,S OF H DLNR,"State of Hawaii, Department of Land & Natural Resources",Govt. State,Public-State,0.3533083
189016100,189016100,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.23473066
185024126,185024126,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,1.01425553
142096058,142096058,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.42094274
189009109,189009109,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.61327387
185030066,185030066,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.17017674
124013045,124013045,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.08015645
185026067,185026067,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.07325516
185026058,185026058,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.03946135
133028005,133028005,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.08206524
187043061,187043061,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.13145223
125022001,125022001,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,7.07416393
185036027,185036027,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.1510873
141020055,141020055,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.23482274
191119004,191119004,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.13564388
198026018,198026018,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.01948757
187015037,187015037,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.65515143
185033010,185033010,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.15987784
189009031,189009031,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.17432398
136017063,136017063,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.17825415
136021018,136021018,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.17229534
186003067,186003067,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,2.20983311
189004154,189004154,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.25871755
194048050,194048050,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.54085734
191139006,191139006,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11472735
189010036,189010036,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.23557605
185002051,185002051,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.02760653
146004003,146004003,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,2.74876243
124043066,124043066,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11251194
153011012,153011012,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.44352868
187042037,187042037,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.12389593
189011039,189011039,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.18113635
185031090,185031090,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.19384065
141021019,141021019,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.23969745
191054222,191054222,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,1.66403056
194011020,194011020,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.24554796
189014007,189014007,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.24190678
141029049,141029049,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.22825401
124040031,124040031,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.15617142
122015042,122015042,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.12656868
125022005,125022005,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.17366456
141029018,141029018,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.17254586
189010056,189010056,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.1724015
152002023,152002023,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.23347721
125021031,125021031,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.17504887
185030011,185030011,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.23346199
114007024,114007024,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.04715372
185033095,185033095,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.17796966
115041031,115041031,Oahu,S OF H DLNR,"State of Hawaii, Department of Land & Natural Resources",Govt. State,Public-State,0.30339349
194166024,194166024,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.39025155
141017023,141017023,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.25208824
189016106,189016106,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.21979537
196003014,196003014,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,3.59796214
141019019,141019019,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.26658365
115036002,115036002,Oahu,S OF H DOT HARBORS DIV,"State of Hawaii, Department of Transportation",Govt. State,Public-State,1.27931235
141038001,141038001,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.13852431
186001007,186001007,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,10.39286575
115009011,115009011,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.15690185
141010048,141010048,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,5.30025441
187042065,187042065,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.12798382
185033074,185033074,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.21731907
199003061,199003061,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,88.61785601
154007018,154007018,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.39918841
139049135,139049135,Oahu,BOARD OF WATER SUPPLY,"City and County of Honolulu, Board of Water Supply",Govt. County of Honolulu,Public-County,0.48613545
124030082,124030082,Oahu,STATE OF HAWAII,State of Hawaii,Govt. State,Public-State,0.05708419
141031006,141031006,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.17945552
136024030,136024030,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.17350827
187043088,187043088,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11496288
191120051,191120051,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.11555024
112009001,112009001,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,0.32966311
189016101,189016101,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.23218287
191012085,191012085,Oahu,CITY AND COUNTY OF HONOLULU,City and County of Honolulu,Govt. County of Honolulu,Public-County,1.01346363
185024135,185024135,Oahu,HAWAII HOUSING FINANCE AND DEV. CORP.,"State of Hawaii, Hawaii Housing Finance & Development Corporation",Govt. State,Public-State,0.06104921
187043080,187043080,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.13458372
141031035,141031035,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.20713649
191120084,191120084,Oahu,HAWAIIAN HOME LANDS,Department of Hawaiian Home Lands,Govt. State DHHL,Public-State DHHL,0.12833485
